product_id,name,name,category,subcategory,brand,price,image_url,product_class,diagnostic_status_label,performance_substatus,confidence_level,priority_score,priority_tier,urgency_level,root_cause,root_cause_details,all_issues,issues_count,recommended_action,recommended_action_ar,recommended_action_primary,recommended_action_secondary,recommended_action_primary_ar,recommended_action_secondary_ar,diagnostic_reason,contextual_weakness_reason,evidence_line_1,evidence_line_2,evidence_line_3,unique_viewers,unique_cart_users,unique_buyers,purchase_conversion_rate,category_avg_conversion,relative_conversion_vs_category,revenue,has_bundle_opportunity,bundle_partner_product_id,bundle_partner_name,bundle_strategy,bundle_reason
135,طقم اواني طهي غرانيت - اصدار خاص,طقم اواني طهي غرانيت - اصدار خاص,المنزل والمطبخ,unknown_subcategory,تيفال,248.61,,Moderate,متوسط,High Abandonment,High,51.68,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers.",conversion_friction|trust,2,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with فرن كهربايي 60 لتر - اصدار خاص where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج فرن كهربايي 60 لتر - اصدار خاص عندما يكون ذلك مناسبا.,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 120.00% vs category avg 439.13%.,Rating trails peers (2.80 vs 2.78).,Cart abandonment is high at 100.00%.,30,5.0,30.0,1.2,4.391284662352632,0.273268551749296,9944.4,True,176,فرن كهربايي 60 لتر - اصدار خاص,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
70,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,فيليبس,1076.29,,Moderate,متوسط,High Abandonment + Weak Content,High,51.68,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | content): Product content richness or image coverage lags similar products.",conversion_friction|trust|content,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with فرن كهربايي 60 لتر - اصدار خاص where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج فرن كهربايي 60 لتر - اصدار خاص عندما يكون ذلك مناسبا.,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 118.18% vs category avg 439.13%.,Rating trails peers (3.10 vs 3.04).,Cart abandonment is high at 100.00%.,22,6.0,22.0,1.181818181818182,4.391284662352632,0.2691281191470339,32288.7,True,176,فرن كهربايي 60 لتر - اصدار خاص,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
98,اوزان حديد طقم 20 كيلو - اصدار خاص,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,unknown_subcategory,نايكي,449.02,,Moderate,متوسط,High Abandonment + High Price vs Peers + Low Visibility,High,51.61,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | visibility): The product appears overpriced relative to its closest peer group. Also: The product receives limited qualified visibility in the selected period.",conversion_friction|pricing|trust|visibility,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with حقيبه رياضيه جيم where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج حقيبه رياضيه جيم عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 236.36% vs category avg 850.97%.,Price is above peer average (449.02 vs 402.89).,Cart abandonment is high at 100.00%.,11,3.0,11.0,2.363636363636364,8.50970943604373,0.277757587541702,13470.6,True,48,حقيبه رياضيه جيم,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
43,دراجه هواييه جبليه,دراجه هواييه جبليه,الرياضه واللياقه,unknown_subcategory,نايكي,1574.27,,Moderate,متوسط,High Abandonment + High Price vs Peers + Low Visibility,High,51.49,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | visibility): The product appears overpriced relative to its closest peer group. Also: The product receives limited qualified visibility in the selected period.",conversion_friction|pricing|trust|visibility,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with حقيبه رياضيه جيم where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج حقيبه رياضيه جيم عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 242.86% vs category avg 850.97%.,Price is above peer average (1574.27 vs 408.96).,Rating trails peers (3.10 vs 4.10).,7,2.0,7.0,2.4285714285714284,8.50970943604373,0.2853882904961443,29911.13,True,48,حقيبه رياضيه جيم,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
90,شاشه 4K 27 انش - اصدار خاص,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,2115.26,,Moderate,متوسط,High Abandonment + High Price vs Peers + Low Visibility,High,51.48,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | visibility): The product appears overpriced relative to its closest peer group. Also: The product receives limited qualified visibility in the selected period.",conversion_friction|pricing|trust|visibility,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with شاشه 4K 27 انش where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج شاشه 4K 27 انش عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 230.00% vs category avg 796.12%.,Price is above peer average (2115.26 vs 2181.32).,Cart abandonment is high at 100.00%.,10,1.0,10.0,2.3,7.961233440029987,0.2888999571894649,52881.50000000001,True,6,شاشه 4K 27 انش,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
158,فستان سهره انيق - اصدار خاص,فستان سهره انيق - اصدار خاص,الازياء والملابس,unknown_subcategory,بوما,655.51,,Moderate,متوسط,High Abandonment + High Price vs Peers + Weak Content,High,51.43,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | content): The product appears overpriced relative to its closest peer group. Also: Product content richness or image coverage lags similar products.",conversion_friction|pricing|trust|content,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with حقيبه يد جلديه - اصدار خاص where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج حقيبه يد جلديه - اصدار خاص عندما يكون ذلك مناسبا.,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 67.44% vs category avg 228.45%.,Price is above peer average (655.51 vs 295.97).,Cart abandonment is high at 100.00%.,43,7.0,27.0,0.6744186046511628,2.284453274168197,0.295221010767545,20976.32,True,164,حقيبه يد جلديه - اصدار خاص,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
81,شاشه 4K 27 انش - اصدار خاص,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,unknown_subcategory,لينوفو,1613.84,,Moderate,متوسط,High Abandonment + Weak Content,High,51.43,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | content): Product content richness or image coverage lags similar products.",conversion_friction|trust|content,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with سماعات لاسلكيه where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج سماعات لاسلكيه عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 207.14% vs category avg 796.12%.,Cart abandonment is high at 100.00%.,,14,2.0,14.0,2.071428571428572,7.961233440029987,0.2601894024377169,50029.04,True,3,سماعات لاسلكيه,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
180,شال كشمير ناعم - اصدار خاص,شال كشمير ناعم - اصدار خاص,الازياء والملابس,unknown_subcategory,مانجو,279.71,,Moderate,متوسط,High Abandonment + Weak Content,High,51.41,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | content): Product content richness or image coverage lags similar products.",conversion_friction|trust|content,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with فستان سهره انيق - اصدار خاص where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج فستان سهره انيق - اصدار خاص عندما يكون ذلك مناسبا.,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 67.39% vs category avg 228.45%.,Rating trails peers (3.30 vs 3.34).,Cart abandonment is high at 100.00%.,46,12.0,30.0,0.6739130434782609,2.284453274168197,0.294999705662022,9230.429999999998,True,158,فستان سهره انيق - اصدار خاص,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
87,طقم مكياج احترافي - اصدار خاص,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,unknown_subcategory,نيفيا,281.44,,Moderate,متوسط,High Abandonment,High,51.32,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers.",conversion_friction|trust,2,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with طقم مكياج احترافي where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج طقم مكياج احترافي عندما يكون ذلك مناسبا.,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 54.55% vs category avg 676.88%.,Rating trails peers (2.70 vs 3.16).,Cart abandonment is high at 100.00%.,44,11.0,21.0,0.5454545454545454,6.768778422340422,0.0805838973328284,7317.44,True,34,طقم مكياج احترافي,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
162,ثلاجه نوفروست 350 لتر - اصدار خاص,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,تيفال,2324.66,,Moderate,متوسط,High Abandonment + High Price vs Peers,High,51.27,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing): The product appears overpriced relative to its closest peer group.",conversion_friction|pricing|trust,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with فرن كهربايي 60 لتر - اصدار خاص where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج فرن كهربايي 60 لتر - اصدار خاص عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 133.33% vs category avg 439.13%.,Price is above peer average (2324.66 vs 2141.37).,Cart abandonment is high at 100.00%.,18,3.0,18.0,1.3333333333333333,4.391284662352632,0.3036317241658844,62765.81999999999,True,176,فرن كهربايي 60 لتر - اصدار خاص,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
186,كتاب الطبخ العربي التقليدي - اصدار خاص,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار العلوم,109.52,,Moderate,متوسط,High Abandonment,High,51.23,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers.",conversion_friction|trust,2,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with كتاب رياده الاعمال والنجاح - اصدار خاص where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج كتاب رياده الاعمال والنجاح - اصدار خاص عندما يكون ذلك مناسبا.,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 103.70% vs category avg 336.35%.,Rating trails peers (2.80 vs 3.54).,Cart abandonment is high at 100.00%.,27,7.0,27.0,1.037037037037037,3.3634956997365264,0.3083212019918062,3066.56,True,172,كتاب رياده الاعمال والنجاح - اصدار خاص,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
122,طقم مكياج احترافي - اصدار خاص,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,unknown_subcategory,ماك,696.77,,Moderate,متوسط,High Abandonment + High Price vs Peers,High,51.22,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing): The product appears overpriced relative to its closest peer group.",conversion_friction|pricing|trust,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with طقم مكياج احترافي - اصدار خاص where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج طقم مكياج احترافي - اصدار خاص عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 208.33% vs category avg 676.88%.,Price is above peer average (696.77 vs 229.67).,Rating trails peers (3.20 vs 3.58).,12,3.0,12.0,2.083333333333333,6.768778422340422,0.3077857189795533,18116.02,True,87,طقم مكياج احترافي - اصدار خاص,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
105,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,نيو بالانس,250.27,,Moderate,متوسط,High Abandonment + Weak Content + Low Visibility,High,51.16,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | content | visibility): Product content richness or image coverage lags similar products. Also: The product receives limited qualified visibility in the selected period.",conversion_friction|trust|content|visibility,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with اوزان حديد طقم 20 كيلو where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج اوزان حديد طقم 20 كيلو عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 240.00% vs category avg 850.97%.,Cart abandonment is high at 100.00%.,,10,3.0,10.0,2.4,8.50970943604373,0.2820307811961897,6256.75,True,47,اوزان حديد طقم 20 كيلو,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
181,عطر رجالي عودي - اصدار خاص,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,unknown_subcategory,بالمر,353.61,,Moderate,متوسط,High Abandonment + High Price vs Peers,High,51.02,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing): The product appears overpriced relative to its closest peer group.",conversion_friction|pricing|trust,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with مجموعه عنايه بالشعر where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج مجموعه عنايه بالشعر عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 220.00% vs category avg 676.88%.,Price is above peer average (353.61 vs 294.02).,Rating trails peers (2.70 vs 3.02).,15,3.0,15.0,2.2,6.768778422340422,0.3250217192424083,14144.4,True,33,مجموعه عنايه بالشعر,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
89,كتاب رياده الاعمال والنجاح - اصدار خاص,كتاب رياده الاعمال والنجاح - اصدار خاص,الكتب والتعليم,unknown_subcategory,بنغوين,73.16,,Moderate,متوسط,High Abandonment + Weak Content,High,50.82,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | content): Product content richness or image coverage lags similar products.",conversion_friction|trust|content,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with كتاب رياده الاعمال والنجاح where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج كتاب رياده الاعمال والنجاح عندما يكون ذلك مناسبا.,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 114.29% vs category avg 336.35%.,Rating trails peers (2.80 vs 3.36).,Cart abandonment is high at 100.00%.,21,7.0,21.0,1.1428571428571428,3.3634956997365264,0.3397825491338272,2048.48,True,53,كتاب رياده الاعمال والنجاح,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
107,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,اوبو,5057.62,,Moderate,متوسط,High Abandonment + High Price vs Peers + Low Visibility,High,50.7,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | visibility): The product appears overpriced relative to its closest peer group. Also: The product receives limited qualified visibility in the selected period.",conversion_friction|pricing|trust|visibility,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with سماعات لاسلكيه where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج سماعات لاسلكيه عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 280.00% vs category avg 796.12%.,Price is above peer average (5057.62 vs 4570.84).,Rating trails peers (3.20 vs 3.22).,10,3.0,10.0,2.8,7.961233440029987,0.3517042957089138,146670.98,True,3,سماعات لاسلكيه,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
177,لابتوب الترا سليم - اصدار خاص,لابتوب الترا سليم - اصدار خاص,الالكترونيات,unknown_subcategory,لينوفو,3544.65,,Moderate,متوسط,High Abandonment + High Price vs Peers + Low Visibility,High,50.69,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | visibility): The product appears overpriced relative to its closest peer group. Also: The product receives limited qualified visibility in the selected period.",conversion_friction|pricing|trust|visibility,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with ساعه ذكيه سبورت where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج ساعه ذكيه سبورت عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 277.78% vs category avg 796.12%.,Price is above peer average (3544.65 vs 4454.93).,Rating trails peers (2.70 vs 3.06).,9,2.0,9.0,2.7777777777777777,7.961233440029987,0.3489129917747161,102794.85,True,4,ساعه ذكيه سبورت,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
78,عطر رجالي عودي - اصدار خاص,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,unknown_subcategory,نارس,637.27,,Moderate,متوسط,High Abandonment + High Price vs Peers + Weak Content,High,50.6,Medium,Medium,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | content): The product appears overpriced relative to its closest peer group. Also: Product content richness or image coverage lags similar products.",conversion_friction|pricing|trust|content,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,Bundle with طقم مكياج احترافي where relevant.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,فعّل باقة او ربطا مع المنتج طقم مكياج احترافي عندما يكون ذلك مناسبا.,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,Conversion 241.67% vs category avg 676.88%.,Price is above peer average (637.27 vs 267.74).,Cart abandonment is high at 100.00%.,12,3.0,12.0,2.4166666666666665,6.768778422340422,0.3570314340162818,23578.99,True,34,طقم مكياج احترافي,Substitute,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.
